,Name,Author,Genre,User Rating,Reviews,Weighted Rating
195,Ready Player One: A Novel,Ernest Cline,Fiction,4.6,22536.0,4.600030100320978
227,The Book Thief,Markus Zusak,Fiction,4.6,23148.0,4.600029305781559
9,A Man Called Ove: A Novel,Fredrik Backman,Fiction,4.6,23848.0,4.600028446914191
300,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,Non Fiction,4.6,26490.0,4.600025613697193
61,Divergent,Veronica Roth,Fiction,4.6,27098.0,4.600025039784244
19,All the Light We Cannot See,Anthony Doerr,Fiction,4.6,36348.0,4.600018674029007
95,George Washington's Sacred Fire,Peter A. Lillback,Non Fiction,4.5,408.0,4.509841470888662
325,True Compass: A Memoir,Edward M. Kennedy,Non Fiction,4.5,438.0,4.509219904306221
35,"Broke: The Plan to Restore Our Trust, Truth and Treasure",Glenn Beck,Non Fiction,4.5,471.0,4.508620973514675
75,Eat This Not That! Supermarket Survival Guide: The No-Diet Weight Loss Solution,David Zinczenko,Non Fiction,4.5,720.0,4.505785276810376
165,Make It Ahead: A Barefoot Contessa Cookbook,Ina Garten,Non Fiction,4.5,1386.0,4.5030776209033405
210,"Super Freakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance",Steven D. Levitt,Non Fiction,4.5,1583.0,4.502703367003367
182,"Option B: Facing Adversity, Building Resilience, and Finding Joy",Sheryl Sandberg,Non Fiction,4.5,1831.0,4.502344461748102
318,Thomas Jefferson: The Art of Power,Jon Meacham,Non Fiction,4.5,1904.0,4.502256287761697
14,"Adult Coloring Book Designs: Stress Relief Coloring Book: Garden Designs, Mandalas, Animals, and Paisley Patterns",Adult Coloring Book Designs,Non Fiction,4.5,2313.0,4.501863597678917
17,"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley…",Coloring Books for Adults,Non Fiction,4.5,2426.0,4.501778097663603
74,Drive: The Surprising Truth About What Motivates Us,Daniel H. Pink,Non Fiction,4.5,2525.0,4.501709388971684
327,Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,DK,Fiction,4.5,2586.0,4.501669635739785
157,Life,Keith Richards,Non Fiction,4.5,2752.0,4.501570259786825
40,Capital in the Twenty First Century,Thomas Piketty,Non Fiction,4.5,2884.0,4.501499299741682
154,Leonardo da Vinci,Walter Isaacson,Non Fiction,4.5,3014.0,4.501435416107983
106,Good to Great: Why Some Companies Make the Leap and Others Don't,Jim Collins,Non Fiction,4.5,3457.0,4.501253421449758
287,"The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight, Heal Your Gut, and Live Lectin-Free",Dr. Steven R Gundry MD,Non Fiction,4.5,3601.0,4.501203808286271
150,Knock-Knock Jokes for Kids,Rob Elliott,Non Fiction,4.5,3673.0,4.5011804459691245
141,Joyland (Hard Case Crime),Stephen King,Fiction,4.5,4748.0,4.500915246508977
12,A Wrinkle in Time (Time Quintet),Madeleine L'Engle,Fiction,4.5,5153.0,4.500843825538623
153,"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,Non Fiction,4.5,6132.0,4.500709913202376
77,"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition",Joel Fuhrman MD,Non Fiction,4.5,6346.0,4.500686112258414
56,"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",American Psychiatric Association,Non Fiction,4.5,6679.0,4.500652092695869
317,Thirteen Reasons Why,Jay Asher,Fiction,4.5,7932.0,4.5005495613684845
161,Looking for Alaska,John Green,Fiction,4.5,8491.0,4.500513538290977
191,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,Non Fiction,4.5,8580.0,4.500508234251532
334,Water for Elephants: A Novel,Sara Gruen,Fiction,4.5,8958.0,4.500486876547577
277,The Maze Runner (Book 1),James Dashner,Fiction,4.5,10101.0,4.50043198407432
346,Winter of the World: Book Two of the Century Trilogy,Ken Follett,Fiction,4.5,10760.0,4.500405617722095
143,Killing Jesus (Bill O'Reilly's Killing Series),Bill O'Reilly,Non Fiction,4.5,11391.0,4.5003832214337995
253,The Guardians: A Novel,John Grisham,Fiction,4.5,13609.0,4.5003209332072
87,Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed),E L James,Fiction,4.5,13964.0,4.500312795839258
62,Divergent / Insurgent,Veronica Roth,Fiction,4.5,17684.0,4.50024713360112
86,Fifty Shades Freed: Book Three of the Fifty Shades Trilogy (Fifty Shades of Grey Series) (English Edition),E L James,Fiction,4.5,20262.0,4.500215747305062
269,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,Non Fiction,4.5,22641.0,4.50019311467261
212,Sycamore Row (Jake Brigance),John Grisham,Fiction,4.5,23114.0,4.500189169130727
160,Little Fires Everywhere,Celeste Ng,Fiction,4.5,25706.0,4.500170122151476
171,Mockingjay (The Hunger Games),Suzanne Collins,Fiction,4.5,26741.0,4.500163546737824
298,The Silent Patient,Alex Michaelides,Fiction,4.5,27536.0,4.500158831267742
236,The Daily Show with Jon Stewart Presents Earth (The Book): A Visitor's Guide to the Human Race,Jon Stewart,Non Fiction,4.4,440.0,4.416938059843721
213,Teach Like a Champion: 49 Techniques that Put Students on the Path to College,Doug Lemov,Non Fiction,4.4,637.0,4.411987321284058
281,The Official SAT Study Guide,The College Board,Non Fiction,4.4,1201.0,4.406526215303276
93,"Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime",John Heilemann,Non Fiction,4.4,1215.0,4.406453238454836
91,Food Rules: An Eater's Manual,Michael Pollan,Non Fiction,4.4,1555.0,4.405075034262221
16,Adult Coloring Book: Stress Relieving Patterns,Blue Star Coloring,Non Fiction,4.4,2951.0,4.40270396738469
169,Milk and Vine: Inspirational Quotes From Classic Vines,Adam Gasiewski,Non Fiction,4.4,3113.0,4.402564906204907
339,What to Expect When You're Expecting,Heidi Murkoff,Non Fiction,4.4,3341.0,4.402391786425534
305,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,Non Fiction,4.4,3503.0,4.4022823317925015
304,The Time Traveler's Wife,Audrey Niffenegger,Fiction,4.4,3759.0,4.402128412683207
268,The Lego Ideas Book: Unlock Your Imagination,Daniel Lipkowitz,Non Fiction,4.4,4247.0,4.401885960444784
134,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Eric Larson,Non Fiction,4.4,4571.0,4.40175335385101
49,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Malcolm Gladwell,Non Fiction,4.4,4642.0,4.401726748139658
84,Fear: Trump in the White House,Bob Woodward,Non Fiction,4.4,6042.0,4.401329076253571
270,The Litigators,John Grisham,Fiction,4.4,6222.0,4.4012908538976605
288,"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain",Dr. Steven R Gundry MD,Non Fiction,4.4,7058.0,4.401138753283362
137,Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy…,Jennifer Smith,Non Fiction,4.4,7396.0,4.401086970879248
340,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,Non Fiction,4.4,7497.0,4.40107239906364
155,Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering,Paper Peony Press,Non Fiction,4.4,7550.0,4.401064907677008
249,The Girl with the Dragon Tattoo (Millennium Series),Stieg Larsson,Fiction,4.4,10559.0,4.4007625004289785
252,The Great Gatsby,F. Scott Fitzgerald,Fiction,4.4,11616.0,4.400693336869944
5,A Dance with Dragons (A Song of Ice and Fire),George R. R. Martin,Fiction,4.4,12643.0,4.400637180957844
123,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J. D. Vance,Non Fiction,4.4,15526.0,4.400519145058501
345,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,Non Fiction,4.4,17044.0,4.4004730082867205
85,Fifty Shades Darker,E L James,Fiction,4.4,23631.0,4.400341366171433
110,Grey: Fifty Shades of Grey as Told by Christian (Fifty Shades of Grey Series),E L James,Fiction,4.4,25624.0,4.400314853456431
282,"The Official SAT Study Guide, 2016 Edition (Official Study Guide for the New Sat)",The College Board,Non Fiction,4.3,807.0,4.313956699698405
76,"Eat This, Not That! Thousands of Simple Food Swaps that Can Save You 10, 20, 30 Pounds--or More!",David Zinczenko,Non Fiction,4.3,956.0,4.31186249198938
52,"Dead in the Family (Sookie Stackhouse/True Blood, Book 10)",Charlaine Harris,Fiction,4.3,1924.0,4.306006861063464
214,The 17 Day Diet: A Doctor's Plan Designed for Rapid Results,Mike Moreno,Non Fiction,4.3,2314.0,4.305010401763273
319,Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,Greg Mortenson,Non Fiction,4.3,3319.0,4.303509968577311
234,The Confession: A Novel,John Grisham,Fiction,4.3,3523.0,4.303308835546476
283,The Paris Wife: A Novel,Paula McLain,Fiction,4.3,3759.0,4.303103122904492
215,"The 4 Hour Body: An Uncommon Guide to Rapid Fat Loss, Incredible Sex and Becoming Superhuman",Timothy Ferriss,Non Fiction,4.3,4587.0,4.302547459893048
126,Howard Stern Comes Again,Howard Stern,Non Fiction,4.3,5272.0,4.302218770869364
321,Tina Fey: Bossypants,Tina Fey,Non Fiction,4.3,5977.0,4.301958672189134
44,Crazy Rich Asians (Crazy Rich Asians Trilogy),Kevin Kwan,Fiction,4.3,6143.0,4.30190606060606
329,Under the Dome: A Novel,Stephen King,Fiction,4.3,6740.0,4.3017381517700235
133,If I Stay,Gayle Forman,Fiction,4.3,7153.0,4.301638310785181
264,The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,Non Fiction,4.3,7368.0,4.301590743355226
291,The President Is Missing: A Novel,James Patterson,Fiction,4.3,10191.0,4.3011516869911475
22,And the Mountains Echoed,Khaled Hosseini,Fiction,4.3,12159.0,4.3009658457318345
233,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,Non Fiction,4.3,13061.0,4.300899332306112
190,Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,Eben Alexander,Non Fiction,4.3,13616.0,4.300862774082287
292,The Racketeer,John Grisham,Fiction,4.3,14493.0,4.300810698867547
183,Origin: A Novel (Robert Langdon),Dan Brown,Fiction,4.3,18904.0,4.300621902462671
255,The Handmaid's Tale,Margaret Atwood,Fiction,4.3,29442.0,4.300399587996385
25,"Autobiography of Mark Twain, Vol. 1",Mark Twain,Non Fiction,4.2,491.0,4.229317148760331
347,Women Food and God: An Unexpected Path to Almost Everything,Geneen Roth,Non Fiction,4.2,1302.0,4.211560458958518
162,"Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived",Rob Bell,Non Fiction,4.2,1649.0,4.209181171142026
224,"The Blood Sugar Solution: The UltraHealthy Program for Losing Weight, Preventing Disease, and Feeling Great Now!",Mark Hyman M.D.,Non Fiction,4.2,1789.0,4.208477247834312
51,"Dead Reckoning (Sookie Stackhouse/True Blood, Book 11)",Charlaine Harris,Fiction,4.2,2094.0,4.207263939251739
180,Olive Kitteridge,Elizabeth Strout,Fiction,4.2,4519.0,4.2033975975736295
272,The Lost Symbol,Dan Brown,Fiction,4.2,8747.0,4.201762232985594
89,Fire and Fury: Inside the Trump White House,Michael Wolff,Non Fiction,4.2,13677.0,4.201128733742559
158,Little Bee: A Novel,Chris Cleave,Fiction,4.1,1467.0,4.112752296905223
238,"The Dukan Diet: 2 Steps to Lose the Weight, 2 Steps to Keep It Off Forever",Pierre Dukan,Non Fiction,4.1,2023.0,4.10931041482789
204,Shred: The Revolutionary Diet: 6 Weeks 4 Inches 2 Sizes,Ian K. Smith M.D.,Non Fiction,4.1,2272.0,4.108306390015355
135,Inferno,Dan Brown,Fiction,4.1,29651.0,4.100646033904117
248,The Girl on the Train,Paula Hawkins,Fiction,4.1,79446.0,4.100241302599869
239,The Elegance of the Hedgehog,Muriel Barbery,Fiction,4.0,1859.0,4.012067222861527
209,StrengthsFinder 2.0,Gallup,Non Fiction,4.0,5069.0,4.004480895915679
117,"Harry Potter and the Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script",J.K. Rowling,Fiction,4.0,23973.0,4.000952913558744
104,Gone Girl,Gillian Flynn,Fiction,4.0,57271.0,4.000399236660597
20,Allegiant,Veronica Roth,Fiction,3.9,6310.0,3.904187719323374
251,The Goldfinch: A Novel (Pulitzer Prize for Fiction),Donna Tartt,Fiction,3.9,33844.0,3.900784494393479
88,Fifty Shades of Grey: Book One of the Fifty Shades Trilogy (Fifty Shades of Grey Series),E L James,Fiction,3.8,47265.0,3.8006401305345534
101,Go Set a Watchman: A Novel,Harper Lee,Fiction,3.6,14982.0,3.602508785840965
231,The Casual Vacancy,J.K. Rowling,Fiction,3.3,9372.0,3.3051843399453134
