,Name,Author,Genre,Weighted Rating,Reviews
216,The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,Non Fiction,4.6991404253117395,3477.0
106,Good to Great: Why Some Companies Make the Leap and Others Don't,Jim Collins,Non Fiction,4.501253421449758,3457.0
285,"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solve…",Ree Drummond,Non Fiction,4.798060448642267,3428.0
339,What to Expect When You're Expecting,Heidi Murkoff,Non Fiction,4.402391786425534,3341.0
319,Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,Greg Mortenson,Non Fiction,4.303509968577311,3319.0
241,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,Non Fiction,4.6002094496132715,3207.0
177,Obama: An Intimate Portrait,Pete Souza,Non Fiction,4.896772825811538,3192.0
65,"Dog Days (Diary of a Wimpy Kid, Book 4) (Volume 4)",Jeff Kinney,Fiction,4.79791157692525,3181.0
181,One Thousand Gifts: A Dare to Live Fully Right Where You Are,Ann Voskamp,Non Fiction,4.600212329545454,3163.0
119,"Harry Potter and the Prisoner of Azkaban: The Illustrated Edition (Harry Potter, Book 3)",J.K. Rowling,Fiction,4.896726187416103,3146.0
169,Milk and Vine: Inspirational Quotes From Classic Vines,Adam Gasiewski,Non Fiction,4.402564906204907,3113.0
154,Leonardo da Vinci,Walter Isaacson,Non Fiction,4.501435416107983,3014.0
16,Adult Coloring Book: Stress Relieving Patterns,Blue Star Coloring,Non Fiction,4.40270396738469,2951.0
167,"Mastering the Art of French Cooking, Vol. 2",Julia Child,Non Fiction,4.797731844261038,2926.0
15,Adult Coloring Book: Stress Relieving Animal Designs,Blue Star Coloring,Non Fiction,4.600229390460991,2925.0
40,Capital in the Twenty First Century,Thomas Piketty,Non Fiction,4.501499299741682,2884.0
286,The Pioneer Woman Cooks: Food from My Frontier,Ree Drummond,Non Fiction,4.797692912648628,2876.0
128,Humans of New York : Stories,Brandon Stanton,Non Fiction,4.89634238488784,2812.0
235,The Constitution of the United States,Delegates of the Constitutional,Non Fiction,4.797609197632677,2774.0
157,Life,Keith Richards,Non Fiction,4.501570259786825,2752.0
279,The Mueller Report,The Washington Post,Non Fiction,4.600244320224903,2744.0
284,"The Pioneer Woman Cooks: A Year of Holidays: 140 Step-by-Step Recipes for Simple, Scrumptious Celebrations",Ree Drummond,Non Fiction,4.797510909090909,2663.0
327,Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,DK,Fiction,4.501669635739785,2586.0
221,The Amateur,Edward Klein,Non Fiction,4.600259631083476,2580.0
74,Drive: The Surprising Truth About What Motivates Us,Daniel H. Pink,Non Fiction,4.501709388971684,2525.0
149,Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.),Anthony Bourdain,Non Fiction,4.797358276157804,2507.0
17,"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley…",Coloring Books for Adults,Non Fiction,4.501778097663603,2426.0
214,The 17 Day Diet: A Doctor's Plan Designed for Rapid Results,Mike Moreno,Non Fiction,4.305010401763273,2314.0
14,"Adult Coloring Book Designs: Stress Relief Coloring Book: Garden Designs, Mandalas, Animals, and Paisley Patterns",Adult Coloring Book Designs,Non Fiction,4.501863597678917,2313.0
324,"Towers of Midnight (Wheel of Time, Book Thirteen)",Robert Jordan,Fiction,4.797101964012701,2282.0
204,Shred: The Revolutionary Diet: 6 Weeks 4 Inches 2 Sizes,Ian K. Smith M.D.,Non Fiction,4.108306390015355,2272.0
293,"The Red Pyramid (The Kane Chronicles, Book 1)",Rick Riordan,Fiction,4.6003056475688044,2186.0
54,Decision Points,George W. Bush,Non Fiction,4.6003125365894455,2137.0
73,Dover Creative Haven Art Nouveau Animal Designs Coloring Book (Creative Haven Coloring Books),Marty Noble,Non Fiction,4.600312968468657,2134.0
297,The Short Second Life of Bree Tanner: An Eclipse Novella (The Twilight Saga),Stephenie Meyer,Fiction,4.600314707987705,2122.0
51,"Dead Reckoning (Sookie Stackhouse/True Blood, Book 11)",Charlaine Harris,Fiction,4.207263939251739,2094.0
295,"The Serpent's Shadow (The Kane Chronicles, Book 3)",Rick Riordan,Fiction,4.796841848940534,2091.0
1,11/22/63: A Novel,Stephen King,Fiction,4.6003252534923185,2052.0
238,"The Dukan Diet: 2 Steps to Lose the Weight, 2 Steps to Keep It Off Forever",Pierre Dukan,Non Fiction,4.10931041482789,2023.0
194,Radical: Taking Back Your Faith from the American Dream,David Platt,Non Fiction,4.69850615951803,1985.0
121,Have a Little Faith: A True Story,Mitch Albom,Non Fiction,4.79658335259047,1930.0
52,"Dead in the Family (Sookie Stackhouse/True Blood, Book 10)",Charlaine Harris,Fiction,4.306006861063464,1924.0
27,Balance (Angie's Extreme Stress Menders),Angie Grace,Non Fiction,4.6003491544426796,1909.0
211,Switch: How to Change Things When Change Is Hard,Chip Heath,Non Fiction,4.600349513655069,1907.0
318,Thomas Jefferson: The Art of Power,Jon Meacham,Non Fiction,4.502256287761697,1904.0
159,Little Blue Truck,Alice Schertle,Fiction,4.8945754578581235,1884.0
337,What Pet Should I Get? (Classic Seuss),Dr. Seuss,Fiction,4.698418562589244,1873.0
239,The Elegance of the Hedgehog,Muriel Barbery,Fiction,4.012067222861527,1859.0
182,"Option B: Facing Adversity, Building Resilience, and Finding Joy",Sheryl Sandberg,Non Fiction,4.502344461748102,1831.0
224,"The Blood Sugar Solution: The UltraHealthy Program for Losing Weight, Preventing Disease, and Feeling Great Now!",Mark Hyman M.D.,Non Fiction,4.208477247834312,1789.0
218,The 5000 Year Leap,W. Cleon Skousen,Non Fiction,4.796085879176153,1680.0
273,The Love Dare,Stephen Kendrick,Non Fiction,4.796028046421664,1655.0
55,"Delivering Happiness: A Path to Profits, Passion, and Purpose",Tony Hsieh,Non Fiction,4.600402520465316,1651.0
162,"Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived",Rob Bell,Non Fiction,4.209181171142026,1649.0
103,Going Rogue: An American Life,Sarah Palin,Non Fiction,4.600406129435418,1636.0
210,"Super Freakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance",Steven D. Levitt,Non Fiction,4.502703367003367,1583.0
91,Food Rules: An Eater's Manual,Michael Pollan,Non Fiction,4.405075034262221,1555.0
43,Crazy Love: Overwhelmed by a Relentless God,Francis Chan,Non Fiction,4.698087051643734,1542.0
50,Dead And Gone: A Sookie Stackhouse Novel (Sookie Stackhouse/True Blood),Charlaine Harris,Fiction,4.600430579559856,1541.0
158,Little Bee: A Novel,Chris Cleave,Fiction,4.112752296905223,1467.0
303,"The Throne of Fire (The Kane Chronicles, Book 2)",Rick Riordan,Fiction,4.697986303030303,1463.0
165,Make It Ahead: A Barefoot Contessa Cookbook,Ina Garten,Non Fiction,4.5030776209033405,1386.0
100,"Glenn Beck's Common Sense: The Case Against an Out-of-Control Government, Inspired by Thomas Paine",Glenn Beck,Non Fiction,4.600484632343405,1365.0
48,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Brené Brown,Non Fiction,4.795080127778517,1329.0
131,"I, Alex Cross",James Patterson,Fiction,4.600500703423327,1320.0
347,Women Food and God: An Unexpected Path to Almost Everything,Geneen Roth,Non Fiction,4.211560458958518,1302.0
28,Barefoot Contessa Foolproof: Recipes You Can Trust: A Cookbook,Ina Garten,Non Fiction,4.794958330491713,1296.0
202,Sh*t My Dad Says,Justin Halpern,Non Fiction,4.697680072615557,1265.0
93,"Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime",John Heilemann,Non Fiction,4.406453238454836,1215.0
294,"The Road to Serfdom: Text and Documents--The Definitive Edition (The Collected Works of F. A. Hayek, Volume 2)",F. A. Hayek,Non Fiction,4.600547505677239,1204.0
281,The Official SAT Study Guide,The College Board,Non Fiction,4.406526215303276,1201.0
139,JOURNEY TO THE ICE P,RH Disney,Fiction,4.600669413345276,978.0
205,Sookie Stackhouse,Charlaine Harris,Fiction,4.697009360936094,973.0
76,"Eat This, Not That! Thousands of Simple Food Swaps that Can Save You 10, 20, 30 Pounds--or More!",David Zinczenko,Non Fiction,4.31186249198938,956.0
228,The Book of Basketball: The NBA According to The Sports Guy,Bill Simmons,Non Fiction,4.696625088877603,858.0
282,"The Official SAT Study Guide, 2016 Edition (Official Study Guide for the New Sat)",The College Board,Non Fiction,4.313956699698405,807.0
242,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Gary Chapman,Non Fiction,4.600808874458874,803.0
23,Arguing with Idiots: How to Stop Small Minds and Big Government,Glenn Beck,Non Fiction,4.600813718018508,798.0
75,Eat This Not That! Supermarket Survival Guide: The No-Diet Weight Loss Solution,David Zinczenko,Non Fiction,4.505785276810376,720.0
213,Teach Like a Champion: 49 Techniques that Put Students on the Path to College,Doug Lemov,Non Fiction,4.411987321284058,637.0
29,"Barefoot Contessa, How Easy Is That?: Fabulous Recipes & Easy Tips",Ina Garten,Non Fiction,4.695367261572783,615.0
187,Percy Jackson and the Olympians Paperback Boxed Set (Books 1-3),Rick Riordan,Fiction,4.788511888111889,548.0
25,"Autobiography of Mark Twain, Vol. 1",Mark Twain,Non Fiction,4.229317148760331,491.0
35,"Broke: The Plan to Restore Our Trust, Truth and Treasure",Glenn Beck,Non Fiction,4.508620973514675,471.0
10,A Patriot's History of the United States: From Columbus's Great Discovery to the War on Terror,Larry Schweikart,Non Fiction,4.601367111761478,460.0
236,The Daily Show with Jon Stewart Presents Earth (The Book): A Visitor's Guide to the Human Race,Jon Stewart,Non Fiction,4.416938059843721,440.0
325,True Compass: A Memoir,Edward M. Kennedy,Non Fiction,4.509219904306221,438.0
95,George Washington's Sacred Fire,Peter A. Lillback,Non Fiction,4.509841470888662,408.0
206,"Soul Healing Miracles: Ancient and New Sacred Wisdom, Knowledge, and Practical Techniques for Healing the Spiritual…",Zhi Gang Sha,Non Fiction,4.60264379200566,220.0
63,"Divine Soul Mind Body Healing and Transmission System: The Divine Way to Heal You, Humanity, Mother Earth, and All…",Zhi Gang Sha,Non Fiction,4.6091818181818205,37.0
